Determinant,MinA,Euler,A,B,C,0:00,0:01,0:02,0:03,0:01/23,0:02/13,0:03/12,1:00,1:01,1:02,1:03,1:01/23,1:02/13,1:03/12
-396,1,-480,1,0,-396,2464,2464,2464,2464,240,240,240,2464,2464,2464,2464,240,240,240
-398,1,-400,1,0,-398,2340,2340,2340,2340,200,200,200,2340,2340,2340,2340,200,200,200
-401,1,-400,1,0,-401,1945,1934,1945,1934,189,200,211,1934,1945,1934,1945,189,200,211
-401,1,-400,1,-1+1w,-400,1934,1945,1934,1945,211,200,189,1945,1934,1945,1934,211,200,189
-402,1,-544,1,0,-402,2948,2948,2948,2948,272,272,272,2948,2948,2948,2948,272,272,272
-404,1,-400,1,0,-404,2184,2184,2184,2184,200,200,200,2184,2184,2184,2184,200,200,200
-405,1,-432,1,0,-405,2098,2092,2098,2092,210,216,222,2092,2098,2092,2098,210,216,222
-405,1,-432,1,-1+1w,-404,2092,2098,2092,2098,222,216,210,2098,2092,2098,2092,222,216,210
-406,1,-896,1,0,-406,3972,3972,3972,3972,448,448,448,3972,3972,3972,3972,448,448,448
-407,1,-380,1,0,-407,1938,1944,1938,1944,196,190,184,1944,1938,1944,1938,196,190,184
-407,1,-380,1,-1+1w,-406,1944,1938,1944,1938,184,190,196,1938,1944,1938,1944,184,190,196
-408,1,-512,1,0,-408,2604,2604,2604,2604,256,256,256,2604,2604,2604,2604,256,256,256
-408,3,-128,3,-2+1w,-135,428,428,428,428,64,64,64,428,428,428,428,64,64,64
-410,1,-320,1,0,-410,2154,2154,2154,2154,160,160,160,2154,2154,2154,2154,160,160,160
-411,1,-544,1,0,-411,2442,2434,2442,2434,264,272,280,2434,2442,2434,2442,264,272,280
-411,1,-544,1,-1+1w,-410,2434,2442,2434,2442,280,272,264,2442,2434,2442,2434,280,272,264
-413,1,-464,1,0,-413,2126,2122,2126,2122,228,232,236,2122,2126,2122,2126,228,232,236
-413,1,-464,1,-1+1w,-412,2122,2126,2122,2126,236,232,228,2126,2122,2126,2122,236,232,228
-414,1,-528,1,0,-414,2896,2896,2896,2896,264,264,264,2896,2896,2896,2896,264,264,264
-415,1,-656,1,0,-415,2802,2808,2802,2808,334,328,322,2808,2802,2808,2802,334,328,322
-415,1,-656,1,-1+1w,-414,2808,2802,2808,2802,322,328,334,2802,2808,2802,2808,322,328,334
-416,1,-448,1,0,-416,2376,2376,2376,2376,224,224,224,2376,2376,2376,2376,224,224,224
-418,1,-800,1,0,-418,3840,3840,3840,3840,400,400,400,3840,3840,3840,3840,400,400,400
-419,1,-418,1,0,-419,2039,2050,2039,2050,220,209,198,2050,2039,2050,2039,220,209,198
-419,1,-418,1,-1+1w,-418,2050,2039,2050,2039,198,209,220,2039,2050,2039,2050,198,209,220
-420,1,-512,1,0,-420,2668,2668,2668,2668,256,256,256,2668,2668,2668,2668,256,256,256
-422,1,-424,1,0,-422,2508,2508,2508,2508,212,212,212,2508,2508,2508,2508,212,212,212
-423,1,-552,1,0,-423,2444,2436,2444,2436,268,276,284,2436,2444,2436,2444,268,276,284
-423,1,-552,1,-1+1w,-422,2436,2444,2436,2444,284,276,268,2444,2436,2444,2436,284,276,268
-424,1,-832,1,0,-424,3744,3744,3744,3744,416,416,416,3744,3744,3744,3744,416,416,416
-425,1,-320,1,0,-425,1818,1806,1818,1806,148,160,172,1806,1818,1806,1818,148,160,172
-425,1,-320,1,-1+1w,-424,1806,1818,1806,1818,172,160,148,1818,1806,1818,1806,172,160,148
-426,1,-560,1,0,-426,2880,2880,2880,2880,280,280,280,2880,2880,2880,2880,280,280,280
-426,3,-140,3,-2+1w,-141,488,488,488,488,70,70,70,488,488,488,488,70,70,70
-428,1,-424,1,0,-428,2322,2322,2322,2322,212,212,212,2322,2322,2322,2322,212,212,212
-429,1,-560,1,0,-429,2546,2532,2546,2532,266,280,294,2532,2546,2532,2546,266,280,294
-429,1,-560,1,-1+1w,-428,2532,2546,2532,2546,294,280,266,2546,2532,2546,2532,294,280,266
-430,1,-704,1,0,-430,3648,3648,3648,3648,352,352,352,3648,3648,3648,3648,352,352,352
-431,1,-430,1,0,-431,2121,2100,2121,2100,194,215,236,2100,2121,2100,2121,194,215,236
-431,1,-430,1,-1+1w,-430,2100,2121,2100,2121,236,215,194,2121,2100,2121,2100,236,215,194
-434,1,-512,1,0,-434,2772,2772,2772,2772,256,256,256,2772,2772,2772,2772,256,256,256
-435,1,-448,1,0,-435,2168,2176,2168,2176,232,224,216,2176,2168,2176,2168,232,224,216
-435,1,-448,1,-1+1w,-434,2176,2168,2176,2168,216,224,232,2168,2176,2168,2176,216,224,232
-435,3,-112,3,-2+1w,-144,344,348,344,348,60,56,52,348,344,348,344,60,56,52
-435,3,-112,3,-1+2w,-144,348,344,348,344,52,56,60,344,348,344,348,52,56,60
-437,1,-440,1,0,-437,2154,2154,2154,2154,220,220,220,2154,2154,2154,2154,220,220,220
-437,1,-440,1,-1+1w,-436,2154,2154,2154,2154,220,220,220,2154,2154,2154,2154,220,220,220
-438,1,-592,1,0,-438,3236,3236,3236,3236,296,296,296,3236,3236,3236,3236,296,296,296
-440,1,-320,1,0,-440,2160,2160,2160,2160,160,160,160,2160,2160,2160,2160,160,160,160
-442,1,-896,1,0,-442,4218,4218,4218,4218,448,448,448,4218,4218,4218,4218,448,448,448
-443,1,-442,1,0,-443,2187,2184,2187,2184,218,221,224,2184,2187,2184,2187,218,221,224
-443,1,-442,1,-1+1w,-442,2184,2187,2184,2187,224,221,218,2187,2184,2187,2184,224,221,218
-445,1,-704,1,0,-445,3046,3050,3046,3050,356,352,348,3050,3046,3050,3046,356,352,348
-445,1,-704,1,-1+1w,-444,3050,3046,3050,3046,348,352,356,3046,3050,3046,3050,348,352,356
-446,1,-448,1,0,-446,2676,2676,2676,2676,224,224,224,2676,2676,2676,2676,224,224,224
-447,1,-592,1,0,-447,2686,2694,2686,2694,304,296,288,2694,2686,2694,2686,304,296,288
-447,1,-592,1,-1+1w,-446,2694,2686,2694,2686,288,296,304,2686,2694,2686,2694,288,296,304
-449,1,-448,1,0,-449,2207,2224,2207,2224,241,224,207,2224,2207,2224,2207,241,224,207
-449,1,-448,1,-1+1w,-448,2224,2207,2224,2207,207,224,241,2207,2224,2207,2224,207,224,241
-450,1,-480,1,0,-450,2860,2860,2860,2860,240,240,240,2860,2860,2860,2860,240,240,240
-451,1,-800,1,0,-451,3298,3314,3298,3314,416,400,384,3314,3298,3314,3298,416,400,384
-451,1,-800,1,-1+1w,-450,3314,3298,3314,3298,384,400,416,3298,3314,3298,3314,384,400,416
-452,1,-448,1,0,-452,2484,2484,2484,2484,224,224,224,2484,2484,2484,2484,224,224,224
-454,1,-904,1,0,-454,4308,4308,4308,4308,452,452,452,4308,4308,4308,4308,452,452,452
-455,1,-448,1,0,-455,2176,2186,2176,2186,234,224,214,2186,2176,2186,2176,234,224,214
-455,1,-448,1,-1+1w,-454,2186,2176,2186,2176,214,224,234,2176,2186,2176,2186,214,224,234
-456,1,-640,1,0,-456,3248,3248,3248,3248,320,320,320,3248,3248,3248,3248,320,320,320
-458,1,-460,1,0,-458,2760,2760,2760,2760,230,230,230,2760,2760,2760,2760,230,230,230
-459,1,-576,1,0,-459,2634,2636,2634,2636,290,288,286,2636,2634,2636,2634,290,288,286
-459,1,-576,1,-1+1w,-458,2636,2634,2636,2634,286,288,290,2634,2636,2634,2636,286,288,290
-460,1,-704,1,0,-460,3540,3540,3540,3540,352,352,352,3540,3540,3540,3540,352,352,352
-461,1,-460,1,0,-461,2267,2278,2267,2278,241,230,219,2278,2267,2278,2267,241,230,219
-461,1,-460,1,-1+1w,-460,2278,2267,2278,2267,219,230,241,2267,2278,2267,2278,219,230,241
-462,1,-640,1,0,-462,3300,3300,3300,3300,320,320,320,3300,3300,3300,3300,320,320,320
-462,3,-160,3,-2+1w,-153,544,544,544,544,80,80,80,544,544,544,544,80,80,80
-464,1,-448,1,0,-464,2598,2598,2598,2598,224,224,224,2598,2598,2598,2598,224,224,224
-465,1,-512,1,0,-465,2540,2556,2540,2556,272,256,240,2556,2540,2556,2540,272,256,240
-465,1,-512,1,-1+1w,-464,2556,2540,2556,2540,240,256,272,2540,2556,2540,2556,240,256,272
-466,1,-928,1,0,-466,4416,4416,4416,4416,464,464,464,4416,4416,4416,4416,464,464,464
-467,1,-466,1,0,-467,2307,2304,2307,2304,230,233,236,2304,2307,2304,2307,230,233,236
-467,1,-466,1,-1+1w,-466,2304,2307,2304,2307,236,233,230,2307,2304,2307,2304,236,233,230
-470,1,-368,1,0,-470,2508,2508,2508,2508,184,184,184,2508,2508,2508,2508,184,184,184
-472,1,-928,1,0,-472,4254,4254,4254,4254,464,464,464,4254,4254,4254,4254,464,464,464
-473,1,-440,1,0,-473,2300,2302,2300,2302,222,220,218,2302,2300,2302,2300,222,220,218
-473,1,-440,1,-1+1w,-472,2302,2300,2302,2300,218,220,222,2300,2302,2300,2302,218,220,222
-474,1,-640,1,0,-474,3560,3560,3560,3560,320,320,320,3560,3560,3560,3560,320,320,320
-476,1,-512,1,0,-476,2772,2772,2772,2772,256,256,256,2772,2772,2772,2772,256,256,256
-477,1,-624,1,0,-477,2812,2812,2812,2812,312,312,312,2812,2812,2812,2812,312,312,312
-477,1,-624,1,-1+1w,-476,2812,2812,2812,2812,312,312,312,2812,2812,2812,2812,312,312,312
-478,1,-952,1,0,-478,4566,4566,4566,4566,476,476,476,4566,4566,4566,4566,476,476,476
-479,1,-478,1,0,-479,2383,2384,2383,2384,240,239,238,2384,2383,2384,2383,240,239,238
-479,1,-478,1,-1+1w,-478,2384,2383,2384,2383,238,239,240,2383,2384,2383,2384,238,239,240
-480,1,-512,1,0,-480,2802,2802,2802,2802,256,256,256,2802,2802,2802,2802,256,256,256
-480,3,-128,3,-2+1w,-159,482,482,482,482,64,64,64,482,482,482,482,64,64,64
-482,1,-484,1,0,-482,2922,2922,2922,2922,242,242,242,2922,2922,2922,2922,242,242,242
-483,1,-704,1,0,-483,3088,3076,3088,3076,340,352,364,3076,3088,3076,3088,340,352,364
-483,1,-704,1,-1+1w,-482,3076,3088,3076,3088,364,352,340,3088,3076,3088,3076,364,352,340
-485,1,-392,1,0,-485,2184,2184,2184,2184,196,196,196,2184,2184,2184,2184,196,196,196
-485,1,-392,1,-1+1w,-484,2184,2184,2184,2184,196,196,196,2184,2184,2184,2184,196,196,196
-486,1,-648,1,0,-486,3512,3512,3512,3512,324,324,324,3512,3512,3512,3512,324,324,324
-488,1,-496,1,0,-488,2832,2832,2832,2832,248,248,248,2832,2832,2832,2832,248,248,248
-490,1,-896,1,0,-490,4464,4464,4464,4464,448,448,448,4464,4464,4464,4464,448,448,448
-491,1,-490,1,0,-491,2469,2448,2469,2448,224,245,266,2448,2469,2448,2469,224,245,266
-491,1,-490,1,-1+1w,-490,2448,2469,2448,2469,266,245,224,2469,2448,2469,2448,266,245,224
-492,1,-640,1,0,-492,3356,3356,3356,3356,320,320,320,3356,3356,3356,3356,320,320,320
-493,1,-896,1,0,-493,3728,3718,3728,3718,438,448,458,3718,3728,3718,3728,438,448,458
-493,1,-896,1,-1+1w,-492,3718,3728,3718,3728,458,448,438,3728,3718,3728,3718,458,448,438
-494,1,-560,1,0,-494,3096,3096,3096,3096,280,280,280,3096,3096,3096,3096,280,280,280
-495,1,-480,1,0,-495,2552,2534,2552,2534,222,240,258,2534,2552,2534,2552,222,240,258
-495,1,-480,1,-1+1w,-494,2534,2552,2534,2552,258,240,222,2552,2534,2552,2534,258,240,222
-497,1,-560,1,0,-497,2634,2634,2634,2634,280,280,280,2634,2634,2634,2634,280,280,280
-497,1,-560,1,-1+1w,-496,2634,2634,2634,2634,280,280,280,2634,2634,2634,2634,280,280,280
-498,1,-656,1,0,-498,3468,3468,3468,3468,328,328,328,3468,3468,3468,3468,328,328,328
-498,3,-164,3,-2+1w,-165,584,584,584,584,82,82,82,584,584,584,584,82,82,82
-500,1,-400,1,0,-500,2412,2412,2412,2412,200,200,200,2412,2412,2412,2412,200,200,200
-501,1,-664,1,0,-501,3062,3062,3062,3062,332,332,332,3062,3062,3062,3062,332,332,332
-501,1,-664,1,-1+1w,-500,3062,3062,3062,3062,332,332,332,3062,3062,3062,3062,332,332,332
-502,1,-1000,1,0,-502,4824,4824,4824,4824,500,500,500,4824,4824,4824,4824,500,500,500
-503,1,-502,1,0,-503,2513,2518,2513,2518,256,251,246,2518,2513,2518,2513,256,251,246
-503,1,-502,1,-1+1w,-502,2518,2513,2518,2513,246,251,256,2513,2518,2513,2518,246,251,256
-504,1,-768,1,0,-504,3718,3718,3718,3718,384,384,384,3718,3718,3718,3718,384,384,384
-505,1,-800,1,0,-505,3524,3526,3524,3526,402,400,398,3526,3524,3526,3524,402,400,398
-505,1,-800,1,-1+1w,-504,3526,3524,3526,3524,398,400,402,3524,3526,3524,3526,398,400,402
-506,1,-440,1,0,-506,2946,2946,2946,2946,220,220,220,2946,2946,2946,2946,220,220,220
-509,1,-508,1,0,-509,2563,2552,2563,2552,243,254,265,2552,2563,2552,2563,243,254,265
-509,1,-508,1,-1+1w,-508,2552,2563,2552,2563,265,254,243,2563,2552,2563,2552,265,254,243
-510,1,-512,1,0,-510,3388,3388,3388,3388,256,256,256,3388,3388,3388,3388,256,256,256
-512,1,-512,1,0,-512,2937,2937,2937,2937,256,256,256,2937,2937,2937,2937,256,256,256
-514,1,-1024,1,0,-514,4974,4974,4974,4974,512,512,512,4974,4974,4974,4974,512,512,512
-515,1,-416,1,0,-515,2342,2332,2342,2332,198,208,218,2332,2342,2332,2342,198,208,218
-515,1,-416,1,-1+1w,-514,2332,2342,2332,2342,218,208,198,2342,2332,2342,2332,218,208,198
-517,1,-920,1,0,-517,3900,3894,3900,3894,454,460,466,3894,3900,3894,3900,454,460,466
-517,1,-920,1,-1+1w,-516,3894,3900,3894,3900,466,460,454,3900,3894,3900,3894,466,460,454
-518,1,-608,1,0,-518,3408,3408,3408,3408,304,304,304,3408,3408,3408,3408,304,304,304
-519,1,-688,1,0,-519,3198,3202,3198,3202,348,344,340,3202,3198,3202,3198,348,344,340
-519,1,-688,1,-1+1w,-518,3202,3198,3202,3198,340,344,348,3198,3202,3198,3202,340,344,348
-520,1,-896,1,0,-520,4392,4392,4392,4392,448,448,448,4392,4392,4392,4392,448,448,448
-521,1,-520,1,0,-521,2625,2640,2625,2640,275,260,245,2640,2625,2640,2625,275,260,245
-521,1,-520,1,-1+1w,-520,2640,2625,2640,2625,245,260,275,2625,2640,2625,2640,245,260,275
-522,1,-672,1,0,-522,3760,3760,3760,3760,336,336,336,3760,3760,3760,3760,336,336,336
-524,1,-520,1,0,-524,2934,2934,2934,2934,260,260,260,2934,2934,2934,2934,260,260,260
-526,1,-1048,1,0,-526,5106,5106,5106,5106,524,524,524,5106,5106,5106,5106,524,524,524
-527,1,-512,1,0,-527,2642,2644,2642,2644,258,256,254,2644,2642,2644,2642,258,256,254
-527,1,-512,1,-1+1w,-526,2644,2642,2644,2642,254,256,258,2642,2644,2642,2644,254,256,258
-528,1,-640,1,0,-528,3638,3638,3638,3638,320,320,320,3638,3638,3638,3638,320,320,320
